0:10:4,396,2:0:0,0.00,0.000000,0.000000,100045.86,11994.79,40.6250,1312.65,22.6719
0:10:6,397,2:0:0,0.00,0.000000,0.000000,100045.78,12052.96,40.5938,1313.37,22.6563
0:10:8,398,2:0:0,0.00,0.000000,0.000000,100047.69,11994.79,40.5625,1313.73,22.6719
0:10:10,399,2:0:0,0.00,0.000000,0.000000,100045.86,11937.02,40.5313,1314.36,22.6875
0:10:12,400,2:0:0,0.00,0.000000,0.000000,100046.27,11994.79,40.5313,1314.36,22.6875
0:10:15,401,2:0:0,0.00,0.000000,0.000000,100045.43,11994.79,40.4688,1314.88,22.6719
0:10:17,402,2:0:0,0.00,0.000000,0.000000,100045.03,11994.79,40.4688,1315.20,22.6875
0:10:19,403,2:0:0,0.00,0.000000,0.000000,100044.36,11937.02,40.5000,1316.69,22.6875
0:10:21,404,2:0:0,0.00,0.000000,0.000000,100043.44,11937.02,40.5313,1317.10,22.6875
0:10:23,405,2:0:0,0.00,0.000000,0.000000,100043.10,11937.02,40.5313,1318.27,22.7031
0:10:26,406,2:0:0,0.00,0.000000,0.000000,100039.21,11937.02,40.5625,1318.24,22.6875
0:10:28,407,2:0:0,0.00,0.000000,0.000000,100043.13,11937.02,40.5938,1318.69,22.6875
0:10:30,408,2:0:0,0.00,0.000000,0.000000,100044.52,11994.79,40.5938,1318.69,22.6875
0:10:32,409,2:0:0,0.00,0.000000,0.000000,100042.03,11994.79,40.6250,1318.82,22.7031
0:10:34,410,2:0:0,0.00,0.000000,0.000000,100046.55,11994.79,40.6563,1319.70,22.7031
0:10:36,411,2:0:0,0.00,0.000000,0.000000,100046.95,12052.96,40.6250,1319.70,22.6875
0:10:39,412,2:0:0,0.00,0.000000,0.000000,100044.86,11994.79,40.6250,1320.17,22.7188
0:10:41,413,2:0:0,0.00,0.000000,0.000000,100043.02,12052.96,40.5938,1320.23,22.7188
0:10:43,414,2:0:0,0.00,0.000000,0.000000,100045.54,12052.96,40.6563,1320.38,22.7031
0:10:45,415,2:0:0,0.00,0.000000,0.000000,100046.61,12052.96,40.6250,1321.13,22.7188
0:10:47,416,2:0:0,0.00,0.000000,0.000000,100045.87,12052.96,40.6250,1321.13,22.7188
0:10:49,417,2:0:0,0.00,0.000000,0.000000,100046.77,12052.96,40.5938,1321.10,22.7031
0:10:52,418,2:0:0,0.00,0.000000,0.000000,100047.03,12052.96,40.5938,1321.10,22.7188
0:10:54,419,2:0:0,0.00,0.000000,0.000000,100047.86,11994.79,40.5625,1321.32,22.6875
0:10:56,420,2:0:0,0.00,0.000000,0.000000,100045.36,11937.02,40.5000,1322.00,22.7031
0:10:58,421,2:0:0,0.00,0.000000,0.000000,100047.62,11879.65,40.4375,1321.82,22.6875
0:11:0,422,2:0:0,0.00,0.000000,0.000000,100048.52,11879.65,40.3438,1321.16,22.7031
0:11:3,423,2:0:0,0.00,0.000000,0.000000,100046.05,11879.65,40.3438,1321.16,22.7031
0:11:5,424,2:0:0,0.00,0.000000,0.000000,100043.36,11879.65,40.3438,1321.16,22.7031
0:11:7,425,2:0:0,0.00,0.000000,0.000000,100042.72,11879.65,40.3438,1321.07,22.7188
0:11:9,426,2:0:0,0.00,0.000000,0.000000,100043.45,11879.65,40.3438,1321.35,22.7031
0:11:11,427,2:0:0,0.00,0.000000,0.000000,100046.95,11937.02,40.4063,1322.16,22.7188
0:11:13,428,2:0:0,0.00,0.000000,0.000000,100047.45,11879.65,40.4063,1322.82,22.7188
0:11:16,429,2:0:0,0.00,0.000000,0.000000,100046.55,11879.65,40.4063,1323.30,22.7188
0:11:18,430,2:0:0,0.00,0.000000,0.000000,100045.20,11937.02,40.4375,1324.26,22.7031
0:11:20,431,2:0:0,0.00,0.000000,0.000000,100045.95,11937.02,40.4063,1325.37,22.7344
0:11:22,432,2:0:0,0.00,0.000000,0.000000,100046.52,11937.02,40.3750,1326.05,22.7344
0:11:24,433,2:0:0,0.00,0.000000,0.000000,100045.05,11879.65,40.3438,1324.88,22.7031
0:11:26,434,2:0:0,0.00,0.000000,0.000000,100044.64,11879.65,40.3750,1324.80,22.7344
0:11:29,435,2:0:0,0.00,0.000000,0.000000,100043.72,11879.65,40.4688,1324.85,22.7500
0:11:31,436,2:0:0,0.00,0.000000,0.000000,100045.61,11879.65,40.5313,1325.96,22.7344
0:11:33,437,2:0:0,0.00,0.000000,0.000000,100044.20,11879.65,40.5625,1326.38,22.7500
0:11:35,438,2:0:0,0.00,0.000000,0.000000,100044.72,11937.02,40.6250,1325.97,22.7344
0:11:37,439,2:0:0,0.00,0.000000,0.000000,100042.89,11937.02,40.5625,1326.05,22.7188
0:11:40,440,2:0:0,0.00,0.000000,0.000000,100044.69,11937.02,40.5625,1326.05,22.7188
0:11:42,441,2:0:0,0.00,0.000000,0.000000,100047.14,11994.79,40.4375,1325.77,22.7188
0:11:44,442,2:0:0,0.00,0.000000,0.000000,100039.73,11937.02,40.3750,1325.99,22.7500
0:11:46,443,2:0:0,0.00,0.000000,0.000000,100044.38,11994.79,40.3750,1325.99,22.7500
0:11:48,444,2:0:0,0.00,0.000000,0.000000,100041.48,12052.96,40.3750,1325.99,22.7500
0:11:50,445,2:0:0,0.00,0.000000,0.000000,100039.56,12052.96,40.2500,1326.28,22.7188
0:11:53,446,2:0:0,0.00,0.000000,0.000000,100040.56,11994.79,40.1563,1326.70,22.7188
0:11:55,447,2:0:0,0.00,0.000000,0.000000,100040.98,12052.96,40.1563,1326.70,22.7188
0:11:57,448,2:0:0,0.00,0.000000,0.000000,100040.63,11994.79,40.1250,1328.11,22.7344
0:11:59,449,2:0:0,0.00,0.000000,0.000000,100039.89,12052.96,40.0938,1328.46,22.7500
0:12:1,450,2:0:0,0.00,0.000000,0.000000,100041.31,12052.96,40.0625,1328.53,22.7500
0:12:4,451,2:0:0,0.00,0.000000,0.000000,100047.80,12052.96,40.0625,1329.31,22.7344
0:12:6,452,2:0:0,0.00,0.000000,0.000000,100041.55,12052.96,40.0938,1328.47,22.7344
0:12:8,453,2:0:0,0.00,0.000000,0.000000,100045.48,12052.96,40.1563,1328.53,22.7344
0:12:12,455,2:0:0,0.00,0.000000,0.000000,100043.14,12052.96,40.3438,1330.72,22.7031
0:12:14,456,2:0:0,0.00,0.000000,0.000000,100045.58,12052.96,40.3438,1330.72,22.7031
0:12:17,457,2:0:0,0.00,0.000000,0.000000,100042.25,12052.96,40.3750,1330.97,22.7188
0:12:19,458,2:0:0,0.00,0.000000,0.000000,100043.75,12052.96,40.3438,1330.89,22.7344
0:12:21,459,2:0:0,0.00,0.000000,0.000000,100041.06,12052.96,40.3750,1331.07,22.7500
0:12:23,460,2:0:0,0.00,0.000000,0.000000,100042.23,12052.96,40.3438,1330.14,22.7188
0:12:25,461,2:0:0,0.00,0.000000,0.000000,100043.41,12052.96,40.4063,1330.51,22.7188
0:12:27,462,2:0:0,0.00,0.000000,0.000000,100043.08,12052.96,40.3750,1330.76,22.7500
0:12:30,463,2:0:0,0.00,0.000000,0.000000,100043.08,12052.96,40.3750,1330.76,22.7500
0:12:32,464,2:0:0,0.00,0.000000,0.000000,100042.75,12052.96,40.3438,1330.10,22.7344
0:12:34,465,2:0:0,0.00,0.000000,0.000000,100041.16,12052.96,40.3438,1329.28,22.7500
0:12:36,466,2:0:0,0.00,0.000000,0.000000,100041.64,12052.96,40.2813,1329.28,22.7500
0:12:38,467,2:0:0,0.00,0.000000,0.000000,100045.23,12111.54,40.2500,1329.14,22.7656
0:12:41,468,2:0:0,0.00,0.000000,0.000000,100042.98,12052.96,40.2188,1329.81,22.7500
0:12:43,469,2:0:0,0.00,0.000000,0.000000,100044.23,12052.96,40.1563,1329.82,22.7500
0:12:45,470,2:0:0,0.00,0.000000,0.000000,100042.17,11994.79,40.1563,1330.07,22.7500
0:12:47,471,2:0:0,0.00,0.000000,0.000000,100045.22,11994.79,40.1250,1330.19,22.7656
0:12:49,472,2:0:0,0.00,0.000000,0.000000,100043.48,11937.02,40.1250,1330.19,22.7656
0:12:51,473,2:0:0,0.00,0.000000,0.000000,100045.48,11937.02,40.1875,1330.16,22.7500
0:12:54,474,2:0:0,0.00,0.000000,0.000000,100049.80,11937.02,40.2188,1330.20,22.7656
0:12:56,475,2:0:0,0.00,0.000000,0.000000,100049.89,11937.02,40.2500,1329.83,22.7500
0:12:58,476,2:0:0,0.00,0.000000,0.000000,100049.33,11937.02,40.2813,1329.84,22.7500
0:13:0,477,2:0:0,0.00,0.000000,0.000000,100049.70,11994.79,40.3750,1329.32,22.7656
